[duongdi_1]
1,-1691.70,66.70,-887.33
2,-1691.70,66.70,-887.33
3,-1691.70,66.70,-887.32
4,-1692.31,66.78,-885.17
5,-1693.43,66.92,-881.22
6,-1694.82,67.41,-876.41
7,-1696.28,69.48,-872.03
8,-1697.38,71.33,-867.58
9,-1698.08,73.19,-862.65
10,-1698.09,74.97,-857.27
11,-1697.97,76.98,-851.94
12,-1698.11,78.88,-846.86
13,-1698.40,79.78,-841.13
14,-1698.65,80.29,-836.14
15,-1698.93,81.04,-830.71
16,-1698.80,81.75,-825.24
17,-1697.17,82.34,-819.95
18,-1694.84,82.47,-814.58
19,-1691.45,83.09,-810.40
20,-1686.73,83.73,-807.75
21,-1681.09,84.46,-806.80
22,-1676.09,85.14,-806.40
23,-1670.90,85.92,-806.01
24,-1665.53,86.83,-805.89
25,-1660.09,87.85,-806.58
26,-1654.56,88.89,-807.56
27,-1648.95,89.92,-808.88
28,-1643.56,90.91,-811.24
29,-1638.77,91.75,-814.93
30,-1634.88,92.58,-819.73
31,-1632.59,93.14,-824.29
32,-1631.13,93.73,-829.23
33,-1630.26,94.17,-834.37
34,-1629.48,94.66,-839.58
35,-1628.69,95.13,-844.84
36,-1627.95,95.49,-850.18
37,-1627.24,95.89,-855.59
38,-1626.53,96.29,-861.05
39,-1625.91,96.60,-866.61
40,-1625.50,96.90,-872.26
41,-1625.14,97.22,-877.97
42,-1624.98,97.53,-883.75
43,-1625.36,97.78,-889.64
44,-1625.90,98.03,-895.56
45,-1626.56,98.28,-901.54
46,-1627.52,98.54,-907.55
47,-1628.58,98.79,-913.62
48,-1629.67,98.98,-919.76
49,-1630.63,99.18,-925.99
50,-1631.54,99.39,-932.30
51,-1632.46,99.59,-938.69
52,-1633.39,99.80,-945.13
53,-1634.33,99.98,-951.65
54,-1635.28,100.16,-958.23
55,-1636.00,100.29,-963.21
56,-1636.72,100.42,-968.23
57,-1637.45,100.56,-973.27
58,-1638.18,100.69,-978.33
59,-1638.91,100.81,-983.41
60,-1639.65,100.92,-988.51
61,-1640.34,101.04,-993.63
62,-1640.84,101.15,-998.78
63,-1641.00,101.27,-1003.96
64,-1640.94,101.40,-1009.31
65,-1640.83,101.50,-1014.53
66,-1640.70,101.59,-1019.77
67,-1640.54,101.69,-1025.03
68,-1640.28,101.79,-1030.30
69,-1639.84,101.89,-1035.57
70,-1639.26,101.98,-1040.84
71,-1638.64,102.05,-1046.13
72,-1637.99,102.12,-1051.44
73,-1637.25,102.20,-1056.74
74,-1636.24,102.28,-1062.01
75,-1634.78,102.34,-1067.19
76,-1632.93,102.38,-1072.24
77,-1630.95,102.43,-1077.28
78,-1628.94,102.48,-1082.32
79,-1626.93,102.53,-1087.37
80,-1624.90,102.56,-1092.44
81,-1622.75,102.58,-1097.49
82,-1620.31,102.61,-1102.40
83,-1617.69,102.63,-1107.25
84,-1615.03,102.64,-1112.09
85,-1612.35,102.63,-1116.94
86,-1609.67,102.63,-1121.81
87,-1606.98,102.63,-1126.69
88,-1604.27,102.62,-1131.58
89,-1601.45,102.59,-1136.43
90,-1598.38,102.57,-1141.15
91,-1594.99,102.54,-1145.65
92,-1591.44,102.51,-1150.05
93,-1587.85,102.47,-1154.43
94,-1584.24,102.42,-1158.82
95,-1580.54,102.38,-1163.16
96,-1576.80,102.33,-1167.50
97,-1573.05,102.27,-1171.83
98,-1569.28,102.21,-1176.16
99,-1565.38,102.15,-1180.42
100,-1561.41,102.08,-1184.62
101,-1557.40,102.01,-1188.82
102,-1553.38,101.94,-1193.03
103,-1549.35,101.86,-1197.24
104,-1545.30,101.79,-1201.48
105,-1541.26,101.71,-1205.71
